Run date,Cycle number,Protein concentration (μg/mL),Channel,Sample type,ASAP IDs,OpenBind IDs,SMILES,Sample concentration (M),ka (M-1s-1),ka error (%),kd (s-1),kd error (%),KD (M),Rmax (pg/mm2),Sqrt(Chi2) (pg/mm2),Used in analysis
18/03/2026,174,20.0,Ch 2-1,Sample,ASAP-0038809-001,OB-00006107-004-001,CSc1ccc2c(c1)[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CCO2 |o1:8|,0.0001,100.0,20047.8,1e-07,57000000.0,1e-09,0.001,0.341968,False
18/03/2026,174,20.0,Ch 3-1,Sample,ASAP-0038809-001,OB-00006107-004-001,CSc1ccc2c(c1)[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CCO2 |o1:8|,0.0001,4056.18,571.655,0.408425,178.095,0.000100692,0.0707857,0.152069,False
18/03/2026,174,20.0,Ch 4-1,Sample,ASAP-0038809-001,OB-00006107-004-001,CSc1ccc2c(c1)[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CCO2 |o1:8|,0.0001,137.415,39143.2,1e-07,202000000.0,7.28e-10,0.001,0.20668,False
18/03/2026,175,20.0,Ch 2-1,Sample,ASAP-0038778-001,OB-00006141-002-001,Cc1cc2sccc2c(Cl)c1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:18|,5e-05,12226.1,12.1275,0.773207,4.61452,6.32e-05,16.2329,0.508741,True
18/03/2026,175,20.0,Ch 3-1,Sample,ASAP-0038778-001,OB-00006141-002-001,Cc1cc2sccc2c(Cl)c1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:18|,5e-05,14376.5,10.7248,0.842848,4.39612,5.86e-05,18.5597,0.600745,True
18/03/2026,175,20.0,Ch 4-1,Sample,ASAP-0038778-001,OB-00006141-002-001,Cc1cc2sccc2c(Cl)c1OC(=O)N1CCC[C@H](C(N)=O)C1 |a:18|,5e-05,13973.4,11.7349,0.853138,4.77552,6.11e-05,18.9169,0.598463,True
18/03/2026,178,20.0,Ch 2-1,Sample,ASAP-0043480-001,OB-00006601-003-001,CSc1ccccc1[C@H](C(=O)N1CC[C@H](C(N)=O)C1)N1CCCC1=O |o1:8|,5e-07,420087.0,25.7144,0.0266299,21.0262,6.34e-08,1.30687,0.108808,True
18/03/2026,178,20.0,Ch 3-1,Sample,ASAP-0043480-001,OB-00006601-003-001,CSc1ccccc1[C@H](C(=O)N1CC[C@H](C(N)=O)C1)N1CCCC1=O |o1:8|,5e-07,870090.0,28.8577,0.0118253,45.5883,1.36e-08,1.49714,0.2396,True
18/03/2026,178,20.0,Ch 4-1,Sample,ASAP-0043480-001,OB-00006601-003-001,CSc1ccccc1[C@H](C(=O)N1CC[C@H](C(N)=O)C1)N1CCCC1=O |o1:8|,5e-07,700304.0,20.7845,0.0143434,27.6782,2.05e-08,1.3966,0.208744,True
18/03/2026,180,20.0,Ch 2-1,Sample,ASAP-0039131-001,OB-00006203-004-001,CSc1cccc2c1[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CC2 |o1:8|,5e-06,135889.0,2.23119,0.11396,1.76809,8.39e-07,10.2586,0.145507,True
18/03/2026,180,20.0,Ch 3-1,Sample,ASAP-0039131-001,OB-00006203-004-001,CSc1cccc2c1[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CC2 |o1:8|,5e-06,144382.0,2.31572,0.110369,1.91832,7.64e-07,12.6119,0.180726,True
18/03/2026,180,20.0,Ch 4-1,Sample,ASAP-0039131-001,OB-00006203-004-001,CSc1cccc2c1[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CC2 |o1:8|,5e-06,142678.0,2.65979,0.107668,2.2169,7.55e-07,11.6288,0.202788,True
18/03/2026,181,20.0,Ch 2-1,Sample,ASAP-0041667-001,OB-00006464-002-001,CSc1ncnc(N2CC(C)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:20|,5e-07,263971.0,23.1464,0.025499,13.1328,9.66e-08,2.44509,0.107774,True
18/03/2026,181,20.0,Ch 3-1,Sample,ASAP-0041667-001,OB-00006464-002-001,CSc1ncnc(N2CC(C)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:20|,5e-07,184653.0,27.7078,0.0284919,11.2752,1.54e-07,4.0221,0.147701,True
18/03/2026,181,20.0,Ch 4-1,Sample,ASAP-0041667-001,OB-00006464-002-001,CSc1ncnc(N2CC(C)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:20|,5e-07,274654.0,25.6872,0.0263037,15.2688,9.58e-08,3.00316,0.177752,True
18/03/2026,182,20.0,Ch 2-1,Sample,ASAP-0039375-001,OB-00006255-002-001,"C[C@H](c1ccc2[nH]ncc2c1)N1C[C@H](C(N)=O)CCC1=O |&1:1,&2:13|",2.5e-05,14810.5,100.384,0.353151,31.7088,2.38e-05,0.31244,0.0641097,False
18/03/2026,182,20.0,Ch 3-1,Sample,ASAP-0039375-001,OB-00006255-002-001,"C[C@H](c1ccc2[nH]ncc2c1)N1C[C@H](C(N)=O)CCC1=O |&1:1,&2:13|",2.5e-05,16026.4,48.4522,0.374648,15.9049,2.34e-05,1.21312,0.17055,True
18/03/2026,182,20.0,Ch 4-1,Sample,ASAP-0039375-001,OB-00006255-002-001,"C[C@H](c1ccc2[nH]ncc2c1)N1C[C@H](C(N)=O)CCC1=O |&1:1,&2:13|",2.5e-05,15727.1,63.9399,0.382359,21.1775,2.43e-05,0.741068,0.088306,True
18/03/2026,183,20.0,Ch 2-1,Sample,ASAP-0038928-001,OB-00006144-004-001,"COC[C@H]1CC[C@H](C(N)=O)CN1C(=O)Cc1ccccc1SC |o1:3,6|",2.5e-05,15726.0,1361.95,0.381139,222.542,2.42e-05,0.00992682,0.105085,False
18/03/2026,183,20.0,Ch 3-1,Sample,ASAP-0038928-001,OB-00006144-004-001,"COC[C@H]1CC[C@H](C(N)=O)CN1C(=O)Cc1ccccc1SC |o1:3,6|",2.5e-05,100.0,95245.4,1e-07,88000000.0,1e-09,0.001,0.555816,False
18/03/2026,183,20.0,Ch 4-1,Sample,ASAP-0038928-001,OB-00006144-004-001,"COC[C@H]1CC[C@H](C(N)=O)CN1C(=O)Cc1ccccc1SC |o1:3,6|",2.5e-05,100.0,125955.0,1e-07,113000000.0,1e-09,0.001,0.463527,False
18/03/2026,187,20.0,Ch 2-1,Control,ASAP-0035404-002,OB-00005392-002-001,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,5e-06,115928.0,4.37714,0.254298,1.9202,2.19e-06,16.4664,0.52796,False
18/03/2026,187,20.0,Ch 3-1,Control,ASAP-0035404-002,OB-00005392-002-001,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,5e-06,138390.0,4.97719,0.268836,2.35788,1.94e-06,19.1477,0.548621,False
18/03/2026,187,20.0,Ch 4-1,Control,ASAP-0035404-002,OB-00005392-002-001,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,5e-06,155922.0,4.52807,0.250652,2.30861,1.61e-06,15.8767,0.539808,False
18/03/2026,192,20.0,Ch 2-1,Sample,ASAP-0038966-001,OB-00006145-002-001,N#Cc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,2.5e-05,17910.9,91.9739,0.398444,31.4474,2.22e-05,0.309283,0.0763809,False
18/03/2026,192,20.0,Ch 3-1,Sample,ASAP-0038966-001,OB-00006145-002-001,N#Cc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,2.5e-05,16302.5,707.961,0.363707,184.24,2.23e-05,0.0807476,0.168111,False
18/03/2026,192,20.0,Ch 4-1,Sample,ASAP-0038966-001,OB-00006145-002-001,N#Cc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,2.5e-05,14712.9,664.511,1e-07,16600000.0,6.8e-12,0.001,0.187972,False
18/03/2026,193,20.0,Ch 2-1,Sample,ASAP-0039311-001,OB-00006257-003-001,"C#C[C@H]1CCCC[C@@H]1OC(=O)N1CCC[C@H](C(N)=O)C1 |o1:2,7|",2.5e-05,15233.9,971.306,0.389914,226.924,2.56e-05,0.0451381,0.122348,False
18/03/2026,193,20.0,Ch 3-1,Sample,ASAP-0039311-001,OB-00006257-003-001,"C#C[C@H]1CCCC[C@@H]1OC(=O)N1CCC[C@H](C(N)=O)C1 |o1:2,7|",2.5e-05,100.0,132698.0,1e-07,133000000.0,1e-09,0.001,0.496365,False
18/03/2026,193,20.0,Ch 4-1,Sample,ASAP-0039311-001,OB-00006257-003-001,"C#C[C@H]1CCCC[C@@H]1OC(=O)N1CCC[C@H](C(N)=O)C1 |o1:2,7|",2.5e-05,100.0,200309.0,1e-07,198000000.0,1e-09,0.001,0.320872,False
18/03/2026,194,20.0,Ch 2-1,Sample,ASAP-0038526-001,OB-00006019-002-001,NC(=O)[C@H]1CCCN(C(=O)OC2CCCCC2)C1 |a:3|,2.5e-05,100.0,562314.0,1e-07,415000000.0,1e-09,0.001,0.161554,False
18/03/2026,194,20.0,Ch 3-1,Sample,ASAP-0038526-001,OB-00006019-002-001,NC(=O)[C@H]1CCCN(C(=O)OC2CCCCC2)C1 |a:3|,2.5e-05,100.0,115293.0,1e-07,99400000.0,1e-09,0.001,0.433689,False
18/03/2026,194,20.0,Ch 4-1,Sample,ASAP-0038526-001,OB-00006019-002-001,NC(=O)[C@H]1CCCN(C(=O)OC2CCCCC2)C1 |a:3|,2.5e-05,100.0,282572.0,1e-07,239000000.0,1e-09,0.001,0.238944,False
18/03/2026,195,20.0,Ch 2-1,Sample,ASAP-0039347-001,OB-00006259-004-001,"CSc1ccc(Br)cc1CC(=O)N1[C@H]2CC[C@H](C(N)=O)[C@@H]1CC2 |o1:13,16,20|",2.5e-05,100.0,635736.0,1e-07,532000000.0,1e-09,0.001,0.148499,False
18/03/2026,195,20.0,Ch 3-1,Sample,ASAP-0039347-001,OB-00006259-004-001,"CSc1ccc(Br)cc1CC(=O)N1[C@H]2CC[C@H](C(N)=O)[C@@H]1CC2 |o1:13,16,20|",2.5e-05,100.0,246382.0,1e-07,208000000.0,1e-09,0.001,0.717686,False
18/03/2026,195,20.0,Ch 4-1,Sample,ASAP-0039347-001,OB-00006259-004-001,"CSc1ccc(Br)cc1CC(=O)N1[C@H]2CC[C@H](C(N)=O)[C@@H]1CC2 |o1:13,16,20|",2.5e-05,100.0,280216.0,1e-07,253000000.0,1e-09,0.001,0.388813,False
18/03/2026,196,20.0,Ch 2-1,Sample,ASAP-0039378-001,OB-00006265-003-001,"C[C@H]1CC(=O)N(Cc2ccc3cnn(C)c3c2)C[C@H]1C(N)=O |o1:1,18|",2.5e-05,14536.7,61.6143,1e-07,8440000.0,6.88e-12,0.246083,0.081671,False
18/03/2026,196,20.0,Ch 3-1,Sample,ASAP-0039378-001,OB-00006265-003-001,"C[C@H]1CC(=O)N(Cc2ccc3cnn(C)c3c2)C[C@H]1C(N)=O |o1:1,18|",2.5e-05,16755.1,53.3382,0.412048,17.7787,2.46e-05,2.16257,0.279728,True
18/03/2026,196,20.0,Ch 4-1,Sample,ASAP-0039378-001,OB-00006265-003-001,"C[C@H]1CC(=O)N(Cc2ccc3cnn(C)c3c2)C[C@H]1C(N)=O |o1:1,18|",2.5e-05,32001.7,40.2929,1e-07,6390000.0,3.12e-12,0.281712,0.0955279,False
18/03/2026,199,20.0,Ch 2-1,Sample,ASAP-0039308-001,OB-00006267-004-001,"C[C@H]1CC(=O)N(Cc2ccc3cnn(C)c3c2)C[C@@H]1C(N)=O |o1:1,18|",2.5e-05,141303.0,33.6769,0.0068525,80.912,4.85e-08,0.27725,0.0964043,False
18/03/2026,199,20.0,Ch 3-1,Sample,ASAP-0039308-001,OB-00006267-004-001,"C[C@H]1CC(=O)N(Cc2ccc3cnn(C)c3c2)C[C@@H]1C(N)=O |o1:1,18|",2.5e-05,173524.0,30.2844,0.00042928,1133.85,2.47e-09,0.813774,0.17154,False
18/03/2026,199,20.0,Ch 4-1,Sample,ASAP-0039308-001,OB-00006267-004-001,"C[C@H]1CC(=O)N(Cc2ccc3cnn(C)c3c2)C[C@@H]1C(N)=O |o1:1,18|",2.5e-05,18798.9,44.1807,0.0104881,63.9417,5.58e-07,0.669783,0.176836,True
18/03/2026,201,20.0,Ch 2-1,Sample,ASAP-0043111-001,OB-00006552-002-001,CSc1ccccc1[C@H](NC(=O)C1(C)CCC1)C(=O)N1CC[C@H](C(N)=O)C1 |&1:8|,2.5e-05,18116.9,64.382,0.0606397,75.5736,3.35e-06,0.322085,0.0921298,False
18/03/2026,201,20.0,Ch 3-1,Sample,ASAP-0043111-001,OB-00006552-002-001,CSc1ccccc1[C@H](NC(=O)C1(C)CCC1)C(=O)N1CC[C@H](C(N)=O)C1 |&1:8|,2.5e-05,15564.4,71.1919,0.38632,23.5073,2.48e-05,0.911685,0.160254,True
18/03/2026,201,20.0,Ch 4-1,Sample,ASAP-0043111-001,OB-00006552-002-001,CSc1ccccc1[C@H](NC(=O)C1(C)CCC1)C(=O)N1CC[C@H](C(N)=O)C1 |&1:8|,2.5e-05,15836.3,42.701,0.383069,14.2238,2.42e-05,1.25456,0.122584,True
18/03/2026,202,20.0,Ch 2-1,Sample,ASAP-0044331-001,OB-00006725-002-001,CSc1ccc(C(=O)N(C)C2CCC(C)(C)CC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:27|,2.5e-05,35452.7,6.2141,0.38857,3.29316,1.1e-05,25.0923,1.0978,True
18/03/2026,202,20.0,Ch 3-1,Sample,ASAP-0044331-001,OB-00006725-002-001,CSc1ccc(C(=O)N(C)C2CCC(C)(C)CC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:27|,2.5e-05,23056.5,8.51396,0.413406,3.52514,1.79e-05,39.1688,1.71633,True
18/03/2026,202,20.0,Ch 4-1,Sample,ASAP-0044331-001,OB-00006725-002-001,CSc1ccc(C(=O)N(C)C2CCC(C)(C)CC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:27|,2.5e-05,29990.5,7.1161,0.418209,3.48843,1.39e-05,32.2719,1.31618,True
18/03/2026,203,20.0,Ch 2-1,Sample,ASAP-0043136-001,OB-00006553-003-001,"CSc1ccc2ncccc2c1NC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@@H]21 |o1:17,22,24|",1.5e-05,86625.8,2.81568,0.286579,1.71518,3.31e-06,14.328,0.296831,True
18/03/2026,203,20.0,Ch 3-1,Sample,ASAP-0043136-001,OB-00006553-003-001,"CSc1ccc2ncccc2c1NC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@@H]21 |o1:17,22,24|",1.5e-05,35795.4,4.60039,0.305058,1.86109,8.52e-06,25.1267,0.771435,True
18/03/2026,203,20.0,Ch 4-1,Sample,ASAP-0043136-001,OB-00006553-003-001,"CSc1ccc2ncccc2c1NC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@@H]21 |o1:17,22,24|",1.5e-05,82194.2,2.94003,0.300738,1.75488,3.66e-06,16.6343,0.33,True
18/03/2026,204,20.0,Ch 2-1,Sample,ASAP-0044357-001,OB-00006727-002-001,"CSc1ncnc(N2CCC[C@@H]2C(=O)N(C)C)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:11,25|",5e-07,125614.0,174.299,0.0190552,58.8221,1.52e-07,2.37077,0.234455,True
18/03/2026,204,20.0,Ch 3-1,Sample,ASAP-0044357-001,OB-00006727-002-001,"CSc1ncnc(N2CCC[C@@H]2C(=O)N(C)C)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:11,25|",5e-07,83149.4,69.7198,0.0526537,10.1698,6.33e-07,7.33277,0.231551,True
18/03/2026,204,20.0,Ch 4-1,Sample,ASAP-0044357-001,OB-00006727-002-001,"CSc1ncnc(N2CCC[C@@H]2C(=O)N(C)C)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:11,25|",5e-07,228638.0,44.7778,0.035237,22.9813,1.54e-07,2.30648,0.179009,True
18/03/2026,210,20.0,Ch 2-1,Sample,ASAP-0039726-001,OB-00006320-002-001,COc1ncc(-c2ccc(SC)c(CC(=O)N3CCC[C@H](C(N)=O)C3)c2)cc1C#N |a:20|,1e-05,39386.3,4.04231,0.0909928,3.35737,2.31e-06,28.3426,0.579097,True
18/03/2026,210,20.0,Ch 3-1,Sample,ASAP-0039726-001,OB-00006320-002-001,COc1ncc(-c2ccc(SC)c(CC(=O)N3CCC[C@H](C(N)=O)C3)c2)cc1C#N |a:20|,1e-05,35413.0,5.02481,0.0971264,3.65404,2.74e-06,28.1276,0.641251,True
18/03/2026,210,20.0,Ch 4-1,Sample,ASAP-0039726-001,OB-00006320-002-001,COc1ncc(-c2ccc(SC)c(CC(=O)N3CCC[C@H](C(N)=O)C3)c2)cc1C#N |a:20|,1e-05,39765.6,4.72706,0.090979,3.89633,2.29e-06,28.1444,0.719488,True
18/03/2026,211,20.0,Ch 2-1,Sample,ASAP-0039322-001,OB-00006292-002-001,NC(=O)[C@H]1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)C1 |a:3|,2.5e-05,14329.4,637.122,0.332219,143.834,2.32e-05,0.0572327,0.265369,False
18/03/2026,211,20.0,Ch 3-1,Sample,ASAP-0039322-001,OB-00006292-002-001,NC(=O)[C@H]1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)C1 |a:3|,2.5e-05,100.0,347068.0,1e-07,302000000.0,1e-09,0.001,0.355404,False
18/03/2026,211,20.0,Ch 4-1,Sample,ASAP-0039322-001,OB-00006292-002-001,NC(=O)[C@H]1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)C1 |a:3|,2.5e-05,15057.1,192.488,0.395874,62.776,2.63e-05,0.304981,0.139947,False
18/03/2026,212,20.0,Ch 2-1,Sample,ASAP-0044206-001,OB-00006624-002-001,CSc1ncnc(N2CC(Oc3ccccc3Cl)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:27|,5e-06,53601.2,2.16745,0.0283182,2.0054,5.28e-07,24.3072,0.249101,True
18/03/2026,212,20.0,Ch 3-1,Sample,ASAP-0044206-001,OB-00006624-002-001,CSc1ncnc(N2CC(Oc3ccccc3Cl)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:27|,5e-06,41151.6,3.8472,0.032449,3.11003,7.89e-07,25.1315,0.276542,True
18/03/2026,212,20.0,Ch 4-1,Sample,ASAP-0044206-001,OB-00006624-002-001,CSc1ncnc(N2CC(Oc3ccccc3Cl)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:27|,5e-06,46882.0,2.96294,0.0301226,2.6653,6.43e-07,25.7186,0.299259,True
18/03/2026,213,20.0,Ch 2-1,Sample,ASAP-0044088-001,OB-00006625-002-001,CSc1ncnc(N2CCC(C(=O)N(C(C)C)C(C)C)CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:30|,3e-06,17342.0,12.5317,0.0149438,3.29431,8.62e-07,23.8664,0.116161,True
18/03/2026,213,20.0,Ch 3-1,Sample,ASAP-0044088-001,OB-00006625-002-001,CSc1ncnc(N2CCC(C(=O)N(C(C)C)C(C)C)CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:30|,3e-06,11713.1,67.6924,0.0116407,11.3662,9.94e-07,25.7918,0.24477,True
18/03/2026,213,20.0,Ch 4-1,Sample,ASAP-0044088-001,OB-00006625-002-001,CSc1ncnc(N2CCC(C(=O)N(C(C)C)C(C)C)CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:30|,3e-06,12735.8,30.8794,0.0126921,5.91752,9.97e-07,28.5814,0.145404,True
18/03/2026,214,20.0,Ch 2-1,Sample,ASAP-0039335-001,OB-00006245-002-001,Cn1ncc2ccc(CN3C[C@H](C(N)=O)CC(C)(C)C3=O)cc21 |&1:11|,2.5e-05,100.0,188589.0,1e-07,160000000.0,1e-09,0.001,1.21206,False
18/03/2026,214,20.0,Ch 3-1,Sample,ASAP-0039335-001,OB-00006245-002-001,Cn1ncc2ccc(CN3C[C@H](C(N)=O)CC(C)(C)C3=O)cc21 |&1:11|,2.5e-05,100.0,171204.0,1e-07,150000000.0,1e-09,0.001,0.657384,False
18/03/2026,214,20.0,Ch 4-1,Sample,ASAP-0039335-001,OB-00006245-002-001,Cn1ncc2ccc(CN3C[C@H](C(N)=O)CC(C)(C)C3=O)cc21 |&1:11|,2.5e-05,100.0,75085.2,1e-07,67500000.0,1e-09,0.001,1.11266,False
18/03/2026,218,20.0,Ch 2-1,Control,ASAP-0035404-002,OB-00005392-002-001,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,5e-06,147520.0,4.82687,0.279508,2.34931,1.89e-06,19.3353,0.646842,False
18/03/2026,218,20.0,Ch 3-1,Control,ASAP-0035404-002,OB-00005392-002-001,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,5e-06,207897.0,4.06448,0.312096,2.28399,1.5e-06,13.3916,0.334669,False
18/03/2026,218,20.0,Ch 4-1,Control,ASAP-0035404-002,OB-00005392-002-001,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,5e-06,145836.0,5.55903,0.297719,2.67809,2.04e-06,17.4396,0.620865,False
18/03/2026,220,20.0,Ch 2-1,Sample,ASAP-0044366-001,OB-00006731-002-001,"CSc1ccc(C2=CCN(C)CC2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21 |&1:20,25,27|",2.5e-05,28445.6,29.1085,0.0329785,35.9972,1.16e-06,32.0101,3.87949,False
18/03/2026,220,20.0,Ch 3-1,Sample,ASAP-0044366-001,OB-00006731-002-001,"CSc1ccc(C2=CCN(C)CC2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21 |&1:20,25,27|",2.5e-05,78890.6,2.3184,0.01425,3.86673,1.81e-07,31.5525,0.68631,True
18/03/2026,220,20.0,Ch 4-1,Sample,ASAP-0044366-001,OB-00006731-002-001,"CSc1ccc(C2=CCN(C)CC2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21 |&1:20,25,27|",2.5e-05,76491.6,2.00479,0.0169709,3.36201,2.22e-07,35.8874,1.87525,True
18/03/2026,221,20.0,Ch 2-1,Sample,ASAP-0044389-001,OB-00006732-002-001,"CSc1ccc(C2=CCN(C)CC2)cc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21 |o1:20,25,27|",2.5e-05,62757.2,9.65026,0.0671999,12.0981,1.07e-06,33.8984,1.539,True
18/03/2026,221,20.0,Ch 3-1,Sample,ASAP-0044389-001,OB-00006732-002-001,"CSc1ccc(C2=CCN(C)CC2)cc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21 |o1:20,25,27|",2.5e-05,82833.8,3.93518,0.0522093,5.34971,6.3e-07,29.5498,1.03255,True
18/03/2026,221,20.0,Ch 4-1,Sample,ASAP-0044389-001,OB-00006732-002-001,"CSc1ccc(C2=CCN(C)CC2)cc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21 |o1:20,25,27|",2.5e-05,83810.9,3.72655,0.0509081,5.02743,6.07e-07,32.4372,0.858266,True
18/03/2026,222,20.0,Ch 2-1,Sample,ASAP-0043085-001,OB-00006561-002-001,CSc1ncnc(N2CC(CC3CCC3)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:24|,3e-06,5528.72,4000.13,0.0104843,497.639,1.9e-06,20.4242,3.36994,False
18/03/2026,222,20.0,Ch 3-1,Sample,ASAP-0043085-001,OB-00006561-002-001,CSc1ncnc(N2CC(CC3CCC3)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:24|,3e-06,33420.1,19.6206,0.0322558,8.4902,9.65e-07,20.406,0.356783,True
18/03/2026,222,20.0,Ch 4-1,Sample,ASAP-0043085-001,OB-00006561-002-001,CSc1ncnc(N2CC(CC3CCC3)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:24|,3e-06,34787.5,18.5415,0.0318469,8.60537,9.15e-07,22.8152,0.426877,True
18/03/2026,223,20.0,Ch 2-1,Sample,ASAP-0044370-001,OB-00006736-002-001,CSc1ccc(C(=O)N2CC=CCC23CCC3)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:26|,4e-06,17378.9,1407.11,1e-07,152000000.0,5.75e-12,0.001,5.44344,False
18/03/2026,223,20.0,Ch 3-1,Sample,ASAP-0044370-001,OB-00006736-002-001,CSc1ccc(C(=O)N2CC=CCC23CCC3)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:26|,4e-06,74856.0,9.69131,0.167238,3.63743,2.23e-06,18.7871,0.579409,True
18/03/2026,223,20.0,Ch 4-1,Sample,ASAP-0044370-001,OB-00006736-002-001,CSc1ccc(C(=O)N2CC=CCC23CCC3)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:26|,4e-06,77284.2,7.43528,0.16637,2.90345,2.15e-06,21.3268,0.386942,True
18/03/2026,224,20.0,Ch 2-1,Sample,ASAP-0043105-001,OB-00006537-002-001,CSc1ccc(C2=CCNCC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:21|,1e-05,100.0,9634.82,1e-07,397000000.0,1e-09,176.776,337.136,False
18/03/2026,224,20.0,Ch 3-1,Sample,ASAP-0043105-001,OB-00006537-002-001,CSc1ccc(C2=CCNCC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:21|,1e-05,150400.0,8.51234,0.0719282,10.6065,4.78e-07,25.4604,2.30514,False
18/03/2026,224,20.0,Ch 4-1,Sample,ASAP-0043105-001,OB-00006537-002-001,CSc1ccc(C2=CCNCC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:21|,1e-05,150418.0,9.07038,0.0707877,11.2588,4.71e-07,28.6346,2.58223,False
18/03/2026,231,20.0,Ch 2-1,Sample,ASAP-0041710-001,OB-00006478-002-001,CSc1ccc(C(=O)N2Cc3nccc(C)c3C2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:27|,1e-05,54213.4,8.69952,0.231919,3.76434,4.28e-06,32.8284,1.27267,True
18/03/2026,231,20.0,Ch 3-1,Sample,ASAP-0041710-001,OB-00006478-002-001,CSc1ccc(C(=O)N2Cc3nccc(C)c3C2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:27|,1e-05,110109.0,4.75064,0.145717,3.43546,1.32e-06,19.8159,1.0992,True
18/03/2026,231,20.0,Ch 4-1,Sample,ASAP-0041710-001,OB-00006478-002-001,CSc1ccc(C(=O)N2Cc3nccc(C)c3C2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:27|,1e-05,105287.0,4.79917,0.145281,3.40415,1.38e-06,22.1245,0.984904,True
18/03/2026,232,20.0,Ch 2-1,Sample,ASAP-0039334-001,OB-00006248-002-001,NC(=O)[C@H]1CCN(C(=O)[C@H]2CCOc3ccc(Cl)cc32)C1 |&1:9|,2.5e-05,100.0,94579.0,1e-07,83200000.0,1e-09,0.001,1.80675,False
18/03/2026,232,20.0,Ch 3-1,Sample,ASAP-0039334-001,OB-00006248-002-001,NC(=O)[C@H]1CCN(C(=O)[C@H]2CCOc3ccc(Cl)cc32)C1 |&1:9|,2.5e-05,16324.8,56.0175,0.245485,20.354,1.5e-05,0.620919,0.0917003,True
